10569,12345,23035,PHLPP2,PH domain and leucine rich repeat protein phosphatase 2,24,protein serine/threonine phosphatase activity,,ppi
10570,12346,1746,DLX2,distal-less homeobox 2,15,DNA-binding transcription factor activity; RNA polymerase II-specific|DNA-binding transcription factor activity,autistic disorder,ppi
10571,12347,22982,DIP2C,disco interacting protein 2 homolog C,2,,lung small cell carcinoma,ppi
10572,12348,23220,DTX4,deltex E3 ubiquitin ligase 4,4,ubiquitin-protein transferase activity,salivary gland adenoid cystic carcinoma|pancreatic ductal carcinoma,ppi
10573,12349,22841,RAB11FIP2,RAB11 family interacting protein 2,32,Rab GTPase binding,,ppi
10574,12350,22893,BAHD1,bromo adjacent homology domain containing 1,25,chromatin binding,,ppi
10575,12351,23379,ICE1,interactor of little elongation complex ELL subunit 1,19,protein homodimerization activity,,ppi
10576,12352,22979,EFR3B,EFR3 homolog B,9,,,ppi
10577,12353,23341,DNAJC16,DnaJ heat shock protein family (Hsp40) member C16,12,,,ppi
10578,12354,22904,SBNO2,strawberry notch homolog 2,1,,schizophrenia,ppi
10579,12355,22844,FRMPD1,FERM and PDZ domain containing 1,2,,,ppi
10580,12356,1747,DLX3,distal-less homeobox 3,3,DNA-binding transcription factor activity; RNA polymerase II-specific|DNA binding|DNA-binding transcription factor activity,amelogenesis imperfecta type 1B|amelogenesis imperfecta type 4|amelogenesis imperfecta type 1A|amelogenesis imperfecta type 3|amelogenesis imperfecta type 1C|amelogenesis imperfecta type 2A1|amelogenesis imperfecta type 1E|X-linked amelogenesis imperfecta hypoplastic/hypomaturation 2|amelogenesis imperfecta hypomaturation type 2A2|amelogenesis imperfecta hypomaturation type 2A3|amelogenesis imperfecta hypomaturation type 2A4|amelogenesis imperfecta hypomaturation type 2A5|amelogenesis imperfecta type 1H|amelogenesis imperfecta type 1F|amelogenesis imperfecta type 1G|amelogenesis imperfecta|dentinogenesis imperfecta|dentin dysplasia|osteopetrosis|osteosclerosis,ppi
10581,12357,22868,FASTKD2,FAST kinase domains 2,31,RNA binding|rRNA binding,lactic acidosis|anemia|macrocytic anemia|ptosis|congenital ptosis|cardiomyopathy|hypertrophic cardiomyopathy|endomyocardial fibrosis|cerebellar disease|epilepsy|sensorineural hearing loss|intellectual disability|learning disability|optic atrophy|proteinuria|cone-rod dystrophy|retinitis pigmentosa|fundus albipunctatus|visual epilepsy|liver disease,ppi
10582,12358,22869,ZNF510,zinc finger protein 510,23,DNA-binding transcription factor activity; RNA polymerase II-specific,,ppi
10583,12359,317662,FAM149B1,family with sequence similarity 149 member B1,2,,,ppi
10584,12360,22981,NINL,ninein like,216,,,ppi
10585,12361,23329,TBC1D30,TBC1 domain family member 30,6,GTPase activator activity|Rab GTPase binding,,ppi
10586,12362,23387,SIK3,SIK family kinase 3,23,magnesium ion binding|protein serine/threonine kinase activity|ATP binding|tau-protein kinase activity,,ppi
10587,12364,22864,R3HDM2,R3H domain containing 2,14,RNA binding,,ppi
10588,12365,23322,RPGRIP1L,RPGRIP1 like,157,,anencephaly|ptosis|congenital ptosis|cerebellar disease|Kartagener syndrome|primary ciliary dyskinesia|cleft lip|isolated cleft palate|cleft palate|coloboma|autosomal recessive polycystic kidney disease|cryptorchidism|eye disease|portal hypertension|nephritis|glomerulonephritis|kidney disease|pyoureter|nephrosis|liver cirrhosis,ppi
10589,12366,22878,TRAPPC8,trafficking protein particle complex 8,23,Rab guanyl-nucleotide exchange factor activity,,ppi
10590,12367,1748,DLX4,distal-less homeobox 4,17,RNA polymerase II proximal promoter sequence-specific DNA binding|DNA-binding transcription factor activity; RNA polymerase II-specific|proximal promoter DNA-binding transcription repressor activity; RNA polymerase II-specific|DNA-binding transcription factor activity|sequence-specific DNA binding,,ppi
10591,12368,22909,FAN1,FANCD2/FANCI-associated nuclease 1,49,magnesium ion binding|5'-3' exonuclease activity|5'-flap endonuclease activity|flap-structured DNA binding|ubiquitin-dependent protein binding,generalized anxiety disorder|anxiety disorder|colon cancer|colonic benign neoplasm|large intestine cancer|constipation|neurotic disorder|major depressive disorder|mental depression|endogenous depression|melancholia|dysthymic disorder|epilepsy|glioblastoma multiforme|giant cell glioblastoma|proteinuria|rectal neoplasm|rectum cancer|visual epilepsy|renal infectious disease,ppi
10592,12369,23288,IQCE,IQ motif containing E,15,,,ppi
10593,12371,23254,KAZN,kazrin; periplakin interacting protein,4,,,ppi
10594,12372,23325,WASHC4,WASH complex subunit 4,31,,intellectual disability|learning disability|autosomal recessive non-syndromic intellectual disability,ppi
10595,12373,23038,WDTC1,WD and tetratricopeptide repeats 1,32,,,ppi
10596,12374,23108,RAP1GAP2,RAP1 GTPase activating protein 2,4,GTPase activator activity,,ppi
10597,12375,23041,MON2,MON2 homolog; regulator of endosome-to-Golgi trafficking,21,,,ppi
10598,12376,22887,FOXJ3,forkhead box J3,19,DNA-binding transcription factor activity; RNA polymerase II-specific|DNA-binding transcription activator activity; RNA polymerase II-specific|sequence-specific DNA binding,,ppi
10599,12377,23331,TTC28,tetratricopeptide repeat domain 28,23,,,ppi
10600,12378,1749,DLX5,distal-less homeobox 5,18,RNA polymerase II proximal promoter sequence-specific DNA binding|DNA-binding transcription factor activity; RNA polymerase II-specific|proximal promoter DNA-binding transcription activator activity; RNA polymerase II-specific|transcription regulatory region DNA binding,sensorineural hearing loss,ppi
10601,12380,22980,TCF25,transcription factor 25,31,DNA-binding transcription factor activity,,ppi
10602,12381,22897,CEP164,centrosomal protein 164,87,,hypertension|essential hypertension|premature menopause|androgen insensitivity syndrome|retinal degeneration|blindness|Senior-Loken syndrome|nephronophthisis|fundus dystrophy,ppi
10603,12382,23102,TBC1D2B,TBC1 domain family member 2B,24,Rab GTPase binding|GTPase activator activity,,ppi
10604,12383,23007,PLCH1,phospholipase C eta 1,9,phosphatidylinositol phospholipase C activity|calcium-dependent phospholipase C activity,,ppi
10605,12384,22852,ANKRD26,ankyrin repeat domain 26,17,,thrombocytopenia,ppi
10606,12385,23067,SETD1B,SET domain containing 1B,20,histone-lysine N-methyltransferase activity|histone methyltransferase activity (H3-K4 specific),,ppi
10607,12386,23271,CAMSAP2,calmodulin regulated spectrin associated protein family member 2,27,microtubule minus-end binding,,ppi
10608,12387,23217,ZFR2,zinc finger RNA binding protein 2,2,single-stranded RNA binding|double-stranded RNA binding,,ppi
10609,12388,1750,DLX6,distal-less homeobox 6,2,DNA-binding transcription factor activity; RNA polymerase II-specific|DNA-binding transcription factor activity,,ppi
10610,12389,23112,TNRC6B,trinucleotide repeat containing 6B,79,RNA binding,polycystic ovary syndrome,ppi
10611,12390,22998,LIMCH1,LIM and calponin homology domains 1,35,myosin II head/neck binding,substance abuse|substance-related disorder|malignant mesothelioma|benign mesothelioma,ppi
10612,12391,23285,KIAA1107,KIAA1107,23,,,ppi
10613,12393,22870,PPP6R1,protein phosphatase 6 regulatory subunit 1,64,,,ppi
10614,12394,57210,SLC45A4,solute carrier family 45 member 4,2,sucrose:proton symporter activity,,ppi
10615,12395,54462,CCSER2,coiled-coil serine rich protein 2,18,,,ppi
10616,12396,57456,KIAA1143,KIAA1143,34,,,ppi
10617,12397,57458,TMCC3,transmembrane and coiled-coil domain family 3,4,,,ppi
10618,12398,159,ADSS,adenylosuccinate synthase,48,adenylosuccinate synthase activity|GTP binding|phosphate ion binding,schizophrenia,ppi
10619,12399,400961,PAIP2B,poly(A) binding protein interacting protein 2B,9,translation repressor activity; mRNA regulatory element binding,,ppi
10620,12400,57461,ISY1,ISY1 splicing factor homolog,52,RNA binding|first spliceosomal transesterification activity,,ppi
10621,12401,57465,TBC1D24,TBC1 domain family member 24,12,,Unverricht-Lundborg syndrome|dentatorubral-pallidoluysian atrophy|progressive myoclonus epilepsy|early myoclonic encephalopathy|autosomal recessive nonsyndromic deafness 86|Ohtahara syndrome|autosomal dominant nonsyndromic deafness 65,ppi
10622,12402,374969,SVBP,small vasohibin binding protein,1,,,ppi
10623,12403,57222,ERGIC1,endoplasmic reticulum-golgi intermediate compartment 1,27,,,ppi
10624,12404,57469,PNMAL2,paraneoplastic Ma antigen family like 2,2,,,ppi
10625,12405,57470,LRRC47,leucine rich repeat containing 47,44,RNA binding|phenylalanine-tRNA ligase activity,,ppi
10626,12406,57471,ERMN,ermin,5,,,ppi
10627,12407,57179,KIAA1191,KIAA1191,22,,,ppi
10628,12408,54531,MIER2,MIER family member 2,30,DNA-binding transcription factor activity; RNA polymerase II-specific|histone deacetylase activity|obsolete transcription factor activity; transcription factor binding|RNA polymerase II repressing transcription factor binding|histone deacetylase binding|transcription corepressor activity,salivary gland adenoid cystic carcinoma,ppi
10629,12409,136242,PRSS37,protease; serine 37,11,,,ppi
10630,12410,57473,ZNF512B,zinc finger protein 512B,79,DNA-binding transcription factor activity; RNA polymerase II-specific,,ppi
10631,12411,57214,CEMIP,cell migration inducing hyaluronan binding protein,2,hyalurononglucosaminidase activity|hyaluronic acid binding|clathrin heavy chain binding|ER retention sequence binding,,ppi
10632,12412,57476,GRAMD1B,GRAM domain containing 1B,17,,,ppi
10633,12414,57514,ARHGAP31,Rho GTPase activating protein 31,2,GTPase activator activity,Adams-Oliver syndrome,ppi
10634,12415,57479,PRR12,proline rich 12,8,,,ppi
10635,12417,57482,KIAA1211,KIAA1211,6,,,ppi
10636,12418,57148,RALGAPB,Ral GTPase activating protein non-catalytic beta subunit,19,GTPase activator activity|protein heterodimerization activity,,ppi
10637,12419,84146,ZNF644,zinc finger protein 644,46,DNA-binding transcription factor activity; RNA polymerase II-specific,myopia,ppi
10638,12420,57182,ANKRD50,ankyrin repeat domain 50,13,,,ppi
10639,12421,57489,ODF2L,outer dense fiber of sperm tails 2 like,18,,,ppi
10640,12422,57493,HEG1,heart development protein with EGF like domains 1,5,,,ppi
10641,12423,57494,RIMKLB,ribosomal modification protein rimK like family member B,2,N-acetyl-L-aspartate-L-glutamate ligase activity|citrate-L-glutamate ligase activity,,ppi
10642,12425,54454,ATAD2B,ATPase family; AAA domain containing 2B,2,lysine-acetylated histone binding|histone binding|chromatin binding|ATPase activity,,ppi
10643,12427,54625,PARP14,poly(ADP-ribose) polymerase family member 14,13,NAD+ ADP-ribosyltransferase activity,,ppi
10644,12428,57506,MAVS,mitochondrial antiviral signaling protein,93,signaling adaptor activity,,ppi
10645,12430,55841,WWC3,WWC family member 3,13,protein-containing complex scaffold activity,,ppi
10646,12431,57507,ZNF608,zinc finger protein 608,3,,,ppi
10647,12432,27152,INTU,inturned planar cell polarity protein,42,,,ppi
10648,12433,57508,INTS2,integrator complex subunit 2,36,,,ppi
10649,12434,285590,SH3PXD2B,SH3 and PX domains 2B,14,phosphatidylinositol-5-phosphate binding|phosphatidylinositol-3-phosphate binding|SH2 domain binding|phosphatidylinositol-3;5-bisphosphate binding|superoxide-generating NADPH oxidase activator activity|phosphatidylinositol binding|phosphatidylinositol-4-phosphate binding,microphthalmia|sensorineural hearing loss,ppi
10650,12435,54439,RBM27,RNA binding motif protein 27,43,RNA binding|mRNA binding,,ppi
10651,12436,57528,KCTD16,potassium channel tetramerization domain containing 16,1,,,ppi
10652,12437,57529,RGAG1,retrotransposon gag domain containing 1,8,,,ppi
10653,12438,57533,TBC1D14,TBC1 domain family member 14,29,Rab GTPase binding|GTPase activator activity,,ppi
10654,12439,57536,KIAA1328,KIAA1328,8,,,ppi
10655,12440,54455,FBXO42,F-box protein 42,15,,,ppi
10656,12441,57539,WDR35,WD repeat domain 35,22,phosphatidylinositol binding,craniosynostosis|asphyxiating thoracic dystrophy 3|Sensenbrenner syndrome|short-rib thoracic dysplasia 7 with or without polydactyly,ppi
10657,12442,57540,DISP3,dispatched RND transporter family member 3,6,,,ppi
10658,12443,57542,KLHL42,kelch like family member 42,42,ubiquitin-protein transferase activity,,ppi
10659,12444,57545,CC2D2A,coiled-coil and C2 domain containing 2A,35,,Joubert syndrome|Meckel syndrome,ppi
10660,12445,57547,ZNF624,zinc finger protein 624,8,DNA-binding transcription factor activity; RNA polymerase II-specific,,ppi
10661,12446,54532,USP53,ubiquitin specific peptidase 53,23,thiol-dependent ubiquitinyl hydrolase activity,,ppi
10662,12447,55084,SOBP,sine oculis binding protein homolog,6,,schizophreniform disorder|schizoaffective disorder|syndromic X-linked intellectual disability 94,ppi
10663,12448,57551,TAOK1,TAO kinase 1,15,protein kinase activity|protein serine/threonine kinase activity|ATP binding|kinase activity|transferase activity|alpha-tubulin binding|protein serine/threonine kinase activator activity|beta-tubulin binding|MAP kinase kinase kinase activity,,ppi
10664,12449,1755,DMBT1,deleted in malignant brain tumors 1,16,scavenger receptor activity|signaling pattern recognition receptor activity|zymogen binding|calcium-dependent protein binding,colon cancer|colonic benign neoplasm|malignant glioma|gliosarcoma|mixed glioma|medulloblastoma|medullomyoblastoma|adult medulloblastoma|melanotic medulloblastoma|childhood medulloblastoma,ppi
10665,12450,57552,NCEH1,neutral cholesterol ester hydrolase 1,37,sterol esterase activity,,ppi
10666,12451,57560,IFT80,intraflagellar transport 80,22,,retinal degeneration|polydactyly|asphyxiating thoracic dystrophy 1|asphyxiating thoracic dystrophy 3|cystic kidney disease|autosomal dominant polycystic kidney disease|asphyxiating thoracic dystrophy 2,ppi
10667,12452,57561,ARRDC3,arrestin domain containing 3,39,beta-3 adrenergic receptor binding,breast cancer,ppi
10668,12453,57562,CEP126,centrosomal protein 126,97,,,ppi
10669,12455,57565,KLHL14,kelch like family member 14,10,,,ppi
10670,12456,57223,PPP4R3B,protein phosphatase 4 regulatory subunit 3B,39,,,ppi
10671,12457,57571,CARNS1,carnosine synthase 1,1,ATPase activity|carnosine synthase activity|FMN binding,,ppi
10672,12458,57574,MARCH4,membrane associated ring-CH-type finger 4,4,ubiquitin-protein transferase activity,,ppi
10673,12459,11144,DMC1,DNA meiotic recombinase 1,18,DNA binding|recombinase activity|double-stranded DNA binding|DNA-dependent ATPase activity|single-stranded DNA binding,,ppi
10674,12460,54480,CHPF2,chondroitin polymerizing factor 2,5,N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity,,ppi
10675,12461,57169,ZNFX1,zinc finger NFX1-type containing 1,30,DNA-binding transcription factor activity; RNA polymerase II-specific|RNA binding,,ppi
10676,12462,57577,CCDC191,coiled-coil domain containing 191,3,,,ppi
10677,12463,54497,HEATR5B,HEAT repeat containing 5B,11,,,ppi
10678,12464,57587,CFAP97,cilia and flagella associated protein 97,35,,,ppi
10679,12465,57592,ZNF687,zinc finger protein 687,40,DNA-binding transcription factor activity; RNA polymerase II-specific,,ppi
10680,12466,57593,EBF4,early B-cell factor 4,3,DNA-binding transcription factor activity; RNA polymerase II-specific|proximal promoter DNA-binding transcription activator activity; RNA polymerase II-specific,,ppi
10681,12467,57597,BAHCC1,BAH domain and coiled-coil containing 1,12,,,ppi
10682,12468,1756,DMD,dystrophin,65,actin binding|structural constituent of cytoskeleton|structural constituent of muscle|myosin binding|nitric-oxide synthase binding,sick sinus syndrome|calcium metabolism disease|nephrocalcinosis|calcinosis|dilated cardiomyopathy 1C|dilated cardiomyopathy 1CC|dilated cardiomyopathy 1D|dilated cardiomyopathy 1V|dilated cardiomyopathy 1AA|dilated cardiomyopathy 1H|dilated cardiomyopathy 1G|dilated cardiomyopathy 1I|dilated cardiomyopathy 1NN|dilated cardiomyopathy 1E|dilated cardiomyopathy 1Z|dilated cardiomyopathy 1GG|dilated cardiomyopathy 1L|dilated cardiomyopathy 1K|dilated cardiomyopathy 1JJ|dilated cardiomyopathy 1P,ppi
10683,12469,57600,FNIP2,folliculin interacting protein 2,12,ATPase inhibitor activity|chaperone binding,,ppi
10684,12470,57606,SLAIN2,SLAIN motif family member 2,52,,,ppi
10685,12471,57608,KIAA1462,KIAA1462,6,,coronary artery disease,ppi
10686,12472,57609,DIP2B,disco interacting protein 2 homolog B,13,,,ppi
10687,12473,57610,RANBP10,RAN binding protein 10,59,,stomach cancer,ppi
10688,12474,57611,ISLR2,immunoglobulin superfamily containing leucine rich repeat 2,1,,,ppi
10689,12475,57613,FAM234B,family with sequence similarity 234 member B,47,,,ppi
10690,12476,57614,KIAA1468,KIAA1468,12,,,ppi
10691,12477,57622,LRFN1,leucine rich repeat and fibronectin type III domain containing 1,20,,,ppi
10692,12478,57624,NYAP2,neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2,9,,,ppi
10693,12479,57631,LRCH2,leucine rich repeats and calponin homology domain containing 2,22,,,ppi
10694,12480,57636,ARHGAP23,Rho GTPase activating protein 23,7,GTPase activator activity,polycystic ovary syndrome,ppi
10695,12481,343069,HNRNPCL1,heterogeneous nuclear ribonucleoprotein C-like 1,37,RNA binding,,ppi
10696,12482,57639,CCDC146,coiled-coil domain containing 146,36,,,ppi
10697,12483,348327,ZNF530,zinc finger protein 530,1,DNA-binding transcription factor activity; RNA polymerase II-specific,schizophrenia,ppi
10698,12484,22995,CEP152,centrosomal protein 152,106,,craniosynostosis|placental insufficiency|glaucoma|intellectual disability|learning disability|syndromic X-linked intellectual disability 94|vesicoureteral reflux|Seckel syndrome|Robinow syndrome|microcephalic osteodysplastic primordial dwarfism type I|microcephalic osteodysplastic primordial dwarfism type II|chondrodysplasia-pseudohermaphroditism syndrome|autosomal recessive Robinow syndrome|autosomal dominant Robinow syndrome 2|autosomal dominant Robinow syndrome 1|autosomal dominant Robinow syndrome 3|Cornelia de Lange syndrome|Prader-Willi syndrome|Silver-Russell syndrome|Dubowitz syndrome,ppi
10699,12485,57643,ZSWIM5,zinc finger SWIM-type containing 5,3,,,ppi
10700,12486,25959,KANK2,KN motif and ankyrin repeat domains 2,61,,nonepidermolytic palmoplantar keratoderma|palmoplantar keratosis,ppi
10701,12487,57648,KIAA1522,KIAA1522,15,,,ppi
10702,12488,57650,KIAA1524,KIAA1524,45,protein homodimerization activity|cadherin binding,,ppi
10703,12489,100499483,CCDC180,coiled-coil domain containing 180,21,,,ppi
10704,12490,57654,UVSSA,UV stimulated scaffold protein A,10,RNA polymerase II complex binding,UV-sensitive syndrome,ppi
10705,12491,57655,GRAMD1A,GRAM domain containing 1A,26,,,ppi
10706,12492,57658,CALCOCO1,calcium binding and coiled-coil domain 1,39,RNA polymerase II distal enhancer sequence-specific DNA binding|transcription coregulator activity|transcription coactivator activity|nuclear receptor transcription coactivator activity|sequence-specific DNA binding|transcription regulatory region DNA binding,,ppi
10707,12493,57662,CAMSAP3,calmodulin regulated spectrin associated protein family member 3,29,microtubule minus-end binding|actin filament binding,,ppi
10708,12494,57666,FBRSL1,fibrosin like 1,11,RNA binding,,ppi
10709,12495,57677,ZFP14,ZFP14 zinc finger protein,1,DNA-binding transcription factor activity; RNA polymerase II-specific,,ppi
10710,12496,57683,ZDBF2,zinc finger DBF-type containing 2,13,,lung small cell carcinoma,ppi
10711,12497,57685,CACHD1,cache domain containing 1,16,voltage-gated calcium channel activity,,ppi
10712,12498,57687,VAT1L,vesicle amine transport 1 like,7,,,ppi
10713,12499,57688,ZSWIM6,zinc finger SWIM-type containing 6,5,,acromelic frontonasal dysostosis,ppi
10714,12500,57689,LRRC4C,leucine rich repeat containing 4C,24,cell-cell adhesion mediator activity,,ppi
10715,12501,57690,TNRC6C,trinucleotide repeat containing 6C,35,,,ppi
10716,12502,57698,SHTN1,shootin 1,36,cadherin binding|actin filament binding,,ppi
10717,12503,1758,DMP1,dentin matrix acidic phosphoprotein 1,3,integrin binding|calcium ion binding,craniosynostosis|sensorineural hearing loss|osteochondrodysplasia|multiple epiphyseal dysplasia|mucopolysaccharidosis IV|osteomalacia|rickets|osteopetrosis|osteosclerosis|arthropathy|arthritis|neurogenic arthropathy|autosomal recessive hypophosphatemic rickets|amelogenesis imperfecta|suppurative periapical periodontitis|osteogenesis imperfecta|Ehlers-Danlos syndrome,ppi
10718,12504,57700,FAM160B1,family with sequence similarity 160 member B1,7,,melanoma|skin melanoma,ppi
10719,12505,57701,NCKAP5L,NCK associated protein 5 like,25,,,ppi
10720,12506,57703,CWC22,CWC22 spliceosome associated protein homolog,35,RNA binding,,ppi
10721,12507,57705,WDFY4,WDFY family member 4,1,,,ppi
10722,12508,57706,DENND1A,DENN domain containing 1A,10,Rab guanyl-nucleotide exchange factor activity|phosphatidylinositol-3-phosphate binding|phosphatidylinositol phosphate binding|Rab GTPase binding,,ppi
10723,12509,57707,TLDC1,TBC/LysM-associated domain containing 1,14,,,ppi
10724,12510,57709,SLC7A14,solute carrier family 7 member 14,1,,cone-rod dystrophy|retinitis pigmentosa|fundus albipunctatus|retinitis pigmentosa 68,ppi
10725,12512,57711,ZNF529,zinc finger protein 529,2,DNA-binding transcription factor activity; RNA polymerase II-specific,,ppi
10726,12513,57719,ANO8,anoctamin 8,1,intracellular calcium activated chloride channel activity,,ppi
10727,12514,1760,DMPK,dystrophia myotonica protein kinase,21,protein serine/threonine kinase activity|ATP binding|myosin phosphatase regulator activity,cholecystolithiasis|choledocholithiasis|endocrine system disease|polyhydramnios|hypogonadism|myotonic dystrophy type 2|myotonic dystrophy type 1|myotonic disease|syndromic X-linked intellectual disability 94|cataract|Alzheimer's disease|Pick's disease|cerebral degeneration|Reye syndrome|atrophy of testis|muscular atrophy|Bell's palsy|facial paralysis|alopecia|androgenic alopecia,ppi
10728,12515,57721,METTL14,methyltransferase like 14,6,mRNA binding|mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity|S-adenosyl-L-methionine binding,,ppi
10729,12516,57724,EPG5,ectopic P-granules autophagy protein 5 homolog,1,,primary immunodeficiency disease|cardiomyopathy|hypertrophic cardiomyopathy|endomyocardial fibrosis|Vici syndrome,ppi
10730,12518,57730,ANKRD36B,ankyrin repeat domain 36B,4,,,ppi
10731,12519,57732,ZFYVE28,zinc finger FYVE-type containing 28,6,phosphatidylinositol-3-phosphate binding,,ppi
10732,12521,1761,DMRT1,doublesex and mab-3 related transcription factor 1,1,DNA-binding transcription factor activity; RNA polymerase II-specific|proximal promoter sequence-specific DNA binding|protein heterodimerization activity|protein homodimerization activity,germ cell cancer|germ cell and embryonal cancer|embryonal cancer|polycystic ovary syndrome|testicular cancer|isolated growth hormone deficiency|isolated growth hormone deficiency type II|isolated growth hormone deficiency type IA|isolated growth hormone deficiency type IB|isolated growth hormone deficiency type III|Kallmann syndrome|hypopituitarism|panhypopituitarism|Sheehan syndrome|hypogonadism|gonadal dysgenesis|Turner syndrome|46 XY gonadal dysgenesis,ppi
10733,12522,85376,RIMBP3,RIMS binding protein 3,19,benzodiazepine receptor binding,,ppi
10734,12523,85379,KIAA1671,KIAA1671,48,,,ppi
10735,12524,80313,LRRC27,leucine rich repeat containing 27,9,,,ppi
10736,12525,80311,KLHL15,kelch like family member 15,45,,,ppi
10737,12526,80731,THSD7B,thrombospondin type 1 domain containing 7B,1,,alcohol dependence|alcohol abuse,ppi
10738,12527,401145,CCSER1,coiled-coil serine rich protein 1,3,,cocaine abuse|cocaine dependence,ppi
10739,12528,10655,DMRT2,doublesex and mab-3 related transcription factor 2,1,DNA-binding transcription factor activity; RNA polymerase II-specific,,ppi
10740,12529,80726,KIAA1683,KIAA1683,56,,,ppi
10741,12530,80728,ARHGAP39,Rho GTPase activating protein 39,10,GTPase activator activity,,ppi
10742,12531,80789,INTS5,integrator complex subunit 5,52,,,ppi
10743,12532,80823,BHLHB9,basic helix-loop-helix domain containing; class B; 9,4,protein homodimerization activity,,ppi
10744,12533,80817,CEP44,centrosomal protein 44,133,,,ppi
10745,12534,80816,ASXL3,additional sex combs like 3; transcriptional regulator,2,peroxisome proliferator activated receptor binding|chromatin binding,,ppi
10746,12535,1762,DMWD,dystrophia myotonica; WD repeat containing,60,,,ppi
10747,12536,80851,SH3BP5L,SH3 binding domain protein 5 like,18,protein kinase inhibitor activity,,ppi
10748,12537,85465,SELENOI,selenoprotein I,5,ethanolaminephosphotransferase activity|diacylglycerol cholinephosphotransferase activity|phosphotransferase activity; for other substituted phosphate groups,,ppi
10749,12538,85463,ZC3H12C,zinc finger CCCH-type containing 12C,2,,pustulosis of palm and sole|psoriasis|parapsoriasis,ppi
10750,12540,85461,TANC1,tetratricopeptide repeat; ankyrin repeat and coiled-coil containing 1,23,,,ppi
10751,12541,85460,ZNF518B,zinc finger protein 518B,5,DNA-binding transcription factor activity; RNA polymerase II-specific,,ppi
10752,12542,85459,CEP295,centrosomal protein 295,16,microtubule binding,,ppi
10753,12543,85453,TSPYL5,TSPY like 5,1,,,ppi
10754,12544,85452,CFAP74,cilia and flagella associated protein 74,5,,,ppi
10755,12545,85451,UNK,unkempt family zinc finger,291,RNA binding|mRNA CDS binding,,ppi
10756,12546,1657,DMXL1,Dmx like 1,7,,malignant glioma|gliosarcoma|mixed glioma,ppi
10757,12547,85450,ITPRIP,inositol 1;4;5-trisphosphate receptor interacting protein,22,,,ppi
10758,12548,150771,ITPRIPL1,inositol 1;4;5-trisphosphate receptor interacting protein-like 1,7,,,ppi
10759,12550,85444,LRRCC1,leucine rich repeat and coiled-coil centrosomal protein 1,21,dynein heavy chain binding|alpha-tubulin binding|motor activity,,ppi
10760,12551,85442,KNDC1,kinase non-catalytic C-lobe domain containing 1,3,Ras guanyl-nucleotide exchange factor activity,,ppi
10761,12552,84460,ZMAT1,zinc finger matrin-type 1,7,,,ppi
10762,12553,84457,PHYHIPL,phytanoyl-CoA 2-hydroxylase interacting protein like,12,,,ppi
10763,12554,84455,EFCAB7,EF-hand calcium binding domain 7,6,,,ppi
10764,12555,23312,DMXL2,Dmx like 2,16,Rab GTPase binding,cerebellar disease|dystonia|intellectual disability|learning disability,ppi
10765,12556,84450,ZNF512,zinc finger protein 512,81,DNA-binding transcription factor activity; RNA polymerase II-specific,,ppi
10766,12557,84445,LZTS2,leucine zipper tumor suppressor 2,257,,,ppi
10767,12559,84437,MSANTD4,Myb/SANT DNA binding domain containing 4 with coiled-coils,4,,,ppi
10768,12560,84436,ZNF528,zinc finger protein 528,1,DNA-binding transcription factor activity; RNA polymerase II-specific,,ppi
10769,12561,84503,ZNF527,zinc finger protein 527,1,,,ppi
10770,12562,200014,CC2D1B,coiled-coil and C2 domain containing 1B,10,,,ppi
10771,12563,84542,KIAA1841,KIAA1841,5,,,ppi
10772,12564,84530,SRRM4,serine/arginine repetitive matrix 4,2,mRNA binding,central nervous system origin vertigo|inner ear disease|vestibular disease,ppi
10773,12565,1763,DNA2,DNA replication helicase/nuclease 2,35,DNA binding|DNA helicase activity|helicase activity|nuclease activity|ATPase activity|site-specific endodeoxyribonuclease activity; specific for altered base|5'-flap endonuclease activity|5'-3' DNA helicase activity|single-stranded DNA-dependent ATPase activity,ptosis|congenital ptosis|intellectual disability|learning disability|spinal cord disease|chronic progressive external ophthalmoplegia|fibromyalgia|myositis|Bell's palsy|facial paralysis,ppi
10774,12566,84622,ZNF594,zinc finger protein 594,2,DNA-binding transcription factor activity; RNA polymerase II-specific|DNA binding,,ppi
10775,12567,729359,PLIN4,perilipin 4,3,,,ppi
10776,12568,114786,XKR4,XK related 4,1,,substance abuse|substance-related disorder,ppi
10777,12569,139170,DCAF12L1,DDB1 and CUL4 associated factor 12 like 1,2,,,ppi
10778,12570,114794,ELFN2,extracellular leucine rich repeat and fibronectin type III domain containing 2,2,,,ppi
10779,12573,25981,DNAH1,dynein axonemal heavy chain 1,1,microtubule motor activity|dynein light intermediate chain binding|dynein light chain binding|ATP-dependent microtubule motor activity; minus-end-directed|dynein intermediate chain binding,,ppi
10780,12574,114800,CCDC85A,coiled-coil domain containing 85A,3,,,ppi
10781,12575,114803,MYSM1,Myb like; SWIRM and MPN domains 1,13,DNA-binding transcription factor activity; RNA polymerase II-specific|transcription coactivator activity|thiol-dependent ubiquitin-specific protease activity|metallopeptidase activity|thiol-dependent ubiquitinyl hydrolase activity|histone binding|protein-containing complex binding,,ppi
10782,12576,114804,RNF157,ring finger protein 157,1,,,ppi
